id,titulo,preco,rating,disponibilidade,categoria,imagem_local
3bc89353f7e3a3cc,The Last Mile (Amos Decker #2),£54.21,Two,In stock,Mystery,data\imagens\3bc89353f7e3a3cc.jpg
0c7b9cf2b7662b65,That Darkness (Gardiner and Renner #1),£13.92,One,In stock,Mystery,data\imagens\0c7b9cf2b7662b65.jpg
2d1e337aaf341858,Tastes Like Fear (DI Marnie Rome #3),£10.69,One,In stock,Mystery,data\imagens\2d1e337aaf341858.jpg
4416c474713ec1f5,A Time of Torment (Charlie Parker #14),£48.35,Five,In stock,Mystery,data\imagens\4416c474713ec1f5.jpg
63ee5bc46066a8a8,A Study in Scarlet (Sherlock Holmes #1),£16.73,Two,In stock,Mystery,data\imagens\63ee5bc46066a8a8.jpg
abdd91e96515a617,Poisonous (Max Revere Novels #3),£26.80,Three,In stock,Mystery,data\imagens\abdd91e96515a617.jpg
e7fe3bf2768602cf,Murder at the 42nd Street Library (Raymond Ambler #1),£54.36,Four,In stock,Mystery,data\imagens\e7fe3bf2768602cf.jpg
c039f5aceb093537,Most Wanted,£35.28,Three,In stock,Mystery,data\imagens\c039f5aceb093537.jpg
bddc6fd036eb6279,Hide Away (Eve Duncan #20),£11.84,One,In stock,Mystery,data\imagens\bddc6fd036eb6279.jpg
49b24c6a41b82bd2,Boar Island (Anna Pigeon #19),£59.48,Three,In stock,Mystery,data\imagens\49b24c6a41b82bd2.jpg
6159d8b187831770,The Widow,£27.26,Two,In stock,Mystery,data\imagens\6159d8b187831770.jpg
05a61a3bd8ca4149,Playing with Fire,£13.71,Three,In stock,Mystery,data\imagens\05a61a3bd8ca4149.jpg
9735c969c652dd89,What Happened on Beale Street (Secrets of the South Mysteries #2),£25.37,Five,In stock,Mystery,data\imagens\9735c969c652dd89.jpg
20789fb17b423c4c,The Bachelor Girl's Guide to Murder (Herringford and Watts Mysteries #1),£52.30,Five,In stock,Mystery,data\imagens\20789fb17b423c4c.jpg
4e980425468708da,Delivering the Truth (Quaker Midwife Mystery #1),£20.89,Four,In stock,Mystery,data\imagens\4e980425468708da.jpg
2da5edf8b5776c9a,The Mysterious Affair at Styles (Hercule Poirot #1),£24.80,Four,In stock,Mystery,data\imagens\2da5edf8b5776c9a.jpg
6958de044cb28a84,In the Woods (Dublin Murder Squad #1),£38.38,Two,In stock,Mystery,data\imagens\6958de044cb28a84.jpg
f06039c29b5891fa,The Silkworm (Cormoran Strike #2),£23.05,Five,In stock,Mystery,data\imagens\f06039c29b5891fa.jpg
dd003e904727281a,The Exiled,£43.45,Three,In stock,Mystery,data\imagens\dd003e904727281a.jpg
1be6d3b121865edb,The Cuckoo's Calling (Cormoran Strike #1),£19.21,One,In stock,Mystery,data\imagens\1be6d3b121865edb.jpg
588ba85ff11a3263,Extreme Prey (Lucas Davenport #26),£25.40,Three,In stock,Mystery,data\imagens\588ba85ff11a3263.jpg
b461cf238506c5b8,Career of Evil (Cormoran Strike #3),£24.72,Two,In stock,Mystery,data\imagens\b461cf238506c5b8.jpg
b0913e67d38d5ed5,The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1),£57.70,Four,In stock,Mystery,data\imagens\b0913e67d38d5ed5.jpg
4280ac3eab57aa5d,The Girl You Lost,£12.29,Five,In stock,Mystery,data\imagens\4280ac3eab57aa5d.jpg
ee61197edb882599,The Girl In The Ice (DCI Erika Foster #1),£15.85,Three,In stock,Mystery,data\imagens\ee61197edb882599.jpg
95cdfd514098c38b,Blood Defense (Samantha Brinkman #1),£20.30,Three,In stock,Mystery,data\imagens\95cdfd514098c38b.jpg
f684a82adc49f011,1st to Die (Women's Murder Club #1),£53.98,One,In stock,Mystery,data\imagens\f684a82adc49f011.jpg
90fa61229261140a,Tipping the Velvet,£53.74,One,In stock,Historical Fiction,data\imagens\90fa61229261140a.jpg
9beb96a2300109d7,Forever and Forever: The Courtship of Henry Longfellow and Fanny Appleton,£29.69,Three,In stock,Historical Fiction,data\imagens\9beb96a2300109d7.jpg
3a6fb983e2554023,A Flight of Arrows (The Pathfinders #2),£55.53,Five,In stock,Historical Fiction,data\imagens\3a6fb983e2554023.jpg
9287e238d7c3b06e,The House by the Lake,£36.95,One,In stock,Historical Fiction,data\imagens\9287e238d7c3b06e.jpg
a40723994f715420,Mrs. Houdini,£30.25,Five,In stock,Historical Fiction,data\imagens\a40723994f715420.jpg
52cf2a5933ec5d8f,The Marriage of Opposites,£28.08,Four,In stock,Historical Fiction,data\imagens\52cf2a5933ec5d8f.jpg
de4b403cb629a29f,Glory over Everything: Beyond The Kitchen House,£45.84,Three,In stock,Historical Fiction,data\imagens\de4b403cb629a29f.jpg
9546d537fbf99eb6,"Love, Lies and Spies",£20.55,Two,In stock,Historical Fiction,data\imagens\9546d537fbf99eb6.jpg
63343e287971bb0c,A Paris Apartment,£39.01,Four,In stock,Historical Fiction,data\imagens\63343e287971bb0c.jpg
bade9943ee01b63f,Lilac Girls,£17.28,Two,In stock,Historical Fiction,data\imagens\bade9943ee01b63f.jpg
24933c712f0bca2f,The Constant Princess (The Tudor Court #1),£16.62,Three,In stock,Historical Fiction,data\imagens\24933c712f0bca2f.jpg
e6635f5b0a2c78db,The Invention of Wings,£37.34,One,In stock,Historical Fiction,data\imagens\e6635f5b0a2c78db.jpg
2e5b4ff08a75fd02,World Without End (The Pillars of the Earth #2),£32.97,Four,In stock,Historical Fiction,data\imagens\2e5b4ff08a75fd02.jpg
011674f4a3834b8d,The Passion of Dolssa,£28.32,Five,In stock,Historical Fiction,data\imagens\011674f4a3834b8d.jpg
5eff05e59f905a49,Girl With a Pearl Earring,£26.77,One,In stock,Historical Fiction,data\imagens\5eff05e59f905a49.jpg
7feac4000cbc5859,Voyager (Outlander #3),£21.07,Five,In stock,Historical Fiction,data\imagens\7feac4000cbc5859.jpg
3c456328b04a8ee8,The Red Tent,£35.66,Five,In stock,Historical Fiction,data\imagens\3c456328b04a8ee8.jpg
476c7972e9b41891,The Last Painting of Sara de Vos,£55.55,Two,In stock,Historical Fiction,data\imagens\476c7972e9b41891.jpg
4a0a276409968a73,The Guernsey Literary and Potato Peel Pie Society,£49.53,One,In stock,Historical Fiction,data\imagens\4a0a276409968a73.jpg
41fc5dce044f16f5,Girl in the Blue Coat,£46.83,Two,In stock,Historical Fiction,data\imagens\41fc5dce044f16f5.jpg
155e42df837ee5ff,Between Shades of Gray,£20.79,Five,In stock,Historical Fiction,data\imagens\155e42df837ee5ff.jpg
8ceb5c6aed2c5f8b,While You Were Mine,£41.32,Five,In stock,Historical Fiction,data\imagens\8ceb5c6aed2c5f8b.jpg
38f776ab9118aed7,The Secret Healer,£34.56,Three,In stock,Historical Fiction,data\imagens\38f776ab9118aed7.jpg
e25164e5b3fe208b,Starlark,£25.83,Three,In stock,Historical Fiction,data\imagens\e25164e5b3fe208b.jpg
d510567580c8be52,Lost Among the Living,£27.70,Four,In stock,Historical Fiction,data\imagens\d510567580c8be52.jpg
19fec36a1dfb4c16,A Spy's Devotion (The Regency Spies of London #1),£16.97,Five,In stock,Historical Fiction,data\imagens\19fec36a1dfb4c16.jpg
3b1c02bac2a429e6,Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),£52.29,Five,In stock,Sequential Art,data\imagens\3b1c02bac2a429e6.jpg
09555be379ad9253,Tsubasa: WoRLD CHRoNiCLE 2 (Tsubasa WoRLD CHRoNiCLE #2),£16.28,One,In stock,Sequential Art,data\imagens\09555be379ad9253.jpg
51653ef291ab7ddc,This One Summer,£19.49,Four,In stock,Sequential Art,data\imagens\51653ef291ab7ddc.jpg
7d385d34d12e60ff,The Nameless City (The Nameless City #1),£38.16,Four,In stock,Sequential Art,data\imagens\7d385d34d12e60ff.jpg
53a3d11bb568cc8b,"Saga, Volume 5 (Saga (Collected Editions) #5)",£51.04,Two,In stock,Sequential Art,data\imagens\53a3d11bb568cc8b.jpg
c82a3e358c773c73,"Rat Queens, Vol. 3: Demons (Rat Queens (Collected Editions) #11-15)",£50.40,Three,In stock,Sequential Art,data\imagens\c82a3e358c773c73.jpg
0fa6dceead7ce47a,"Princess Jellyfish 2-in-1 Omnibus, Vol. 01 (Princess Jellyfish 2-in-1 Omnibus #1)",£13.61,Five,In stock,Sequential Art,data\imagens\0fa6dceead7ce47a.jpg
e80f8e518b300dfe,"Pop Gun War, Volume 1: Gift",£18.97,One,In stock,Sequential Art,data\imagens\e80f8e518b300dfe.jpg
9429b4d59c537af5,Patience,£10.16,Three,In stock,Sequential Art,data\imagens\9429b4d59c537af5.jpg
889139b8e9c4cb36,"Outcast, Vol. 1: A Darkness Surrounds Him (Outcast #1)",£15.44,Four,In stock,Sequential Art,data\imagens\889139b8e9c4cb36.jpg
11809b1d323b3057,orange: The Complete Collection 1 (orange: The Complete Collection #1),£48.41,One,In stock,Sequential Art,data\imagens\11809b1d323b3057.jpg
460089f796fb3f82,"Lumberjanes, Vol. 2: Friendship to the Max (Lumberjanes #5-8)",£46.91,Two,In stock,Sequential Art,data\imagens\460089f796fb3f82.jpg
b6ee99bcf06fc91f,"Lumberjanes, Vol. 1: Beware the Kitten Holy (Lumberjanes #1-4)",£45.61,Three,In stock,Sequential Art,data\imagens\b6ee99bcf06fc91f.jpg
57e5a4d515c8ce44,Lumberjanes Vol. 3: A Terrible Plan (Lumberjanes #9-12),£19.92,Two,In stock,Sequential Art,data\imagens\57e5a4d515c8ce44.jpg
8d4eefad7a2b3915,"I Hate Fairyland, Vol. 1: Madly Ever After (I Hate Fairyland (Compilations) #1-5)",£29.17,Two,In stock,Sequential Art,data\imagens\8d4eefad7a2b3915.jpg
1c89ae5bb804e4de,I am a Hero Omnibus Volume 1,£54.63,Three,In stock,Sequential Art,data\imagens\1c89ae5bb804e4de.jpg
f2df3bb043a8abb0,"Giant Days, Vol. 2 (Giant Days #5-8)",£22.11,Two,In stock,Sequential Art,data\imagens\f2df3bb043a8abb0.jpg
09b6cc87e62c2c58,Danganronpa Volume 1,£51.99,Four,In stock,Sequential Art,data\imagens\09b6cc87e62c2c58.jpg
8754c83ab2a7ae71,"Codename Baboushka, Volume 1: The Conclave of Death",£36.72,Four,In stock,Sequential Art,data\imagens\8754c83ab2a7ae71.jpg
7b599c8bfcdd8d30,Camp Midnight,£17.08,Four,In stock,Sequential Art,data\imagens\7b599c8bfcdd8d30.jpg
bdf415fd484ea8a7,"Bitch Planet, Vol. 1: Extraordinary Machine (Bitch Planet (Collected Editions))",£37.92,Two,In stock,Sequential Art,data\imagens\bdf415fd484ea8a7.jpg
d6361d16212664ed,The Shadow Hero (The Shadow Hero),£33.14,One,In stock,Sequential Art,data\imagens\d6361d16212664ed.jpg
65d034adf80834b7,"Fables, Vol. 1: Legends in Exile (Fables #1)",£41.62,Four,In stock,Sequential Art,data\imagens\65d034adf80834b7.jpg
7edc0527cf782e19,Batman: The Long Halloween (Batman),£36.50,Two,In stock,Sequential Art,data\imagens\7edc0527cf782e19.jpg
47271d8e08b5d31c,Batman: The Dark Knight Returns (Batman),£15.38,Five,In stock,Sequential Art,data\imagens\47271d8e08b5d31c.jpg
047097293bb4d1c0,"Wonder Woman: Earth One, Volume One (Wonder Woman: Earth One #1)",£37.34,Four,In stock,Sequential Art,data\imagens\047097293bb4d1c0.jpg
92275cedf6d8ee15,"We Are Robin, Vol. 1: The Vigilante Business (We Are Robin #1)",£53.90,One,In stock,Sequential Art,data\imagens\92275cedf6d8ee15.jpg
6e44bcbeac7f4360,Through the Woods,£25.38,Two,In stock,Sequential Art,data\imagens\6e44bcbeac7f4360.jpg
ac8e3949d284e9a9,Superman Vol. 1: Before Truth (Superman by Gene Luen Yang #1),£11.89,Five,In stock,Sequential Art,data\imagens\ac8e3949d284e9a9.jpg
394f6d30cafc3edb,"So Cute It Hurts!!, Vol. 6 (So Cute It Hurts!! #6)",£35.43,Four,In stock,Sequential Art,data\imagens\394f6d30cafc3edb.jpg
85b2176b3b194030,Robin War,£47.82,Three,In stock,Sequential Art,data\imagens\85b2176b3b194030.jpg
31e2e2d9cca3778f,"Red Hood/Arsenal, Vol. 1: Open for Business (Red Hood/Arsenal #1)",£25.48,Two,In stock,Sequential Art,data\imagens\31e2e2d9cca3778f.jpg
71e36f33981ddb74,"Naruto (3-in-1 Edition), Vol. 14: Includes Vols. 40, 41 & 42 (Naruto: Omnibus #14)",£38.39,Two,In stock,Sequential Art,data\imagens\71e36f33981ddb74.jpg
a10c7515834240f3,Lowriders to the Center of the Earth (Lowriders in Space #2),£51.51,Two,In stock,Sequential Art,data\imagens\a10c7515834240f3.jpg
27c5968fe43cc06e,El Deafo,£57.62,Five,In stock,Sequential Art,data\imagens\27c5968fe43cc06e.jpg
bf68dcb5fad3cc8c,Batman: Europa,£32.01,Two,In stock,Sequential Art,data\imagens\bf68dcb5fad3cc8c.jpg
ffdc825785c0ede8,Art Ops Vol. 1,£48.80,Three,In stock,Sequential Art,data\imagens\ffdc825785c0ede8.jpg
5319169a72714c62,"Adulthood Is a Myth: A ""Sarah's Scribbles"" Collection",£10.90,Two,In stock,Sequential Art,data\imagens\5319169a72714c62.jpg
97187f5cf0385da3,"Fruits Basket, Vol. 9 (Fruits Basket #9)",£33.95,Four,In stock,Sequential Art,data\imagens\97187f5cf0385da3.jpg
aeb51dfbe8aeec59,Roller Girl,£14.10,Five,In stock,Sequential Art,data\imagens\aeb51dfbe8aeec59.jpg
de6d7645f192d517,"Fruits Basket, Vol. 7 (Fruits Basket #7)",£19.57,One,In stock,Sequential Art,data\imagens\de6d7645f192d517.jpg
97258f576d4bb672,"Fruits Basket, Vol. 6 (Fruits Basket #6)",£20.96,Four,In stock,Sequential Art,data\imagens\97258f576d4bb672.jpg
6e06d0f00f6da20f,"Death Note, Vol. 6: Give-and-Take (Death Note #6)",£36.39,Three,In stock,Sequential Art,data\imagens\6e06d0f00f6da20f.jpg
3fd83dcf37bf1bc0,"Fruits Basket, Vol. 5 (Fruits Basket #5)",£16.33,One,In stock,Sequential Art,data\imagens\3fd83dcf37bf1bc0.jpg
1c0a38899c82b60a,"Death Note, Vol. 5: Whiteout (Death Note #5)",£52.41,One,In stock,Sequential Art,data\imagens\1c0a38899c82b60a.jpg
df53c2948b32bde3,"The Demon Prince of Momochi House, Vol. 4 (The Demon Prince of Momochi House #4)",£27.88,Two,In stock,Sequential Art,data\imagens\df53c2948b32bde3.jpg
8fff1084aa085a13,"Fruits Basket, Vol. 4 (Fruits Basket #4)",£50.44,Four,In stock,Sequential Art,data\imagens\8fff1084aa085a13.jpg
a33ed2e6068df53e,"The Wicked + The Divine, Vol. 3: Commercial Suicide (The Wicked + The Divine)",£14.41,Three,In stock,Sequential Art,data\imagens\a33ed2e6068df53e.jpg
91eb9605998a7c03,"The Sandman, Vol. 3: Dream Country (The Sandman (volumes) #3)",£55.55,Five,In stock,Sequential Art,data\imagens\91eb9605998a7c03.jpg
7b870bf85d01c2dc,"Saga, Volume 3 (Saga (Collected Editions) #3)",£21.57,Five,In stock,Sequential Art,data\imagens\7b870bf85d01c2dc.jpg
9707989a439757b4,Prodigy: The Graphic Novel (Legend: The Graphic Novel #2),£43.63,Three,In stock,Sequential Art,data\imagens\9707989a439757b4.jpg
cb62418129b864a3,Persepolis: The Story of a Childhood (Persepolis #1-2),£39.13,One,In stock,Sequential Art,data\imagens\cb62418129b864a3.jpg
c59283b05905c853,Original Fake,£31.45,Three,In stock,Sequential Art,data\imagens\c59283b05905c853.jpg
4f6985aca357ae09,"Grayson, Vol 3: Nemesis (Grayson #3)",£42.72,One,In stock,Sequential Art,data\imagens\4f6985aca357ae09.jpg
d5f5a122a593b580,"Fruits Basket, Vol. 3 (Fruits Basket #3)",£45.17,Two,In stock,Sequential Art,data\imagens\d5f5a122a593b580.jpg
15f415d436888b2d,"Black Butler, Vol. 1 (Black Butler #1)",£49.31,One,In stock,Sequential Art,data\imagens\15f415d436888b2d.jpg
1d89a2aa9f6ce50f,Awkward,£38.02,Two,In stock,Sequential Art,data\imagens\1d89a2aa9f6ce50f.jpg
276dc716b1da8899,"The Sandman, Vol. 2: The Doll's House (The Sandman (volumes) #2)",£54.81,One,In stock,Sequential Art,data\imagens\276dc716b1da8899.jpg
9189fd009df41d0e,"Saga, Volume 2 (Saga (Collected Editions) #2)",£11.75,Three,In stock,Sequential Art,data\imagens\9189fd009df41d0e.jpg
c0db71f6bb14db11,"Fruits Basket, Vol. 2 (Fruits Basket #2)",£11.64,Five,In stock,Sequential Art,data\imagens\c0db71f6bb14db11.jpg
09d26b5f819c6a36,"Y: The Last Man, Vol. 1: Unmanned (Y: The Last Man #1)",£18.51,Four,In stock,Sequential Art,data\imagens\09d26b5f819c6a36.jpg
dac9d1e654fac737,"The Wicked + The Divine, Vol. 1: The Faust Act (The Wicked + The Divine)",£36.52,Two,In stock,Sequential Art,data\imagens\dac9d1e654fac737.jpg
5faefdc861684eb1,"The Sandman, Vol. 1: Preludes and Nocturnes (The Sandman (volumes) #1)",£54.12,Three,In stock,Sequential Art,data\imagens\5faefdc861684eb1.jpg
3301af038a720587,The Complete Maus (Maus #1-2),£10.64,Three,In stock,Sequential Art,data\imagens\3301af038a720587.jpg
2ac720f76384c57e,"Skip Beat!, Vol. 01 (Skip Beat! #1)",£42.12,Three,In stock,Sequential Art,data\imagens\2ac720f76384c57e.jpg
4f64568dfefa3ce7,"Saga, Volume 1 (Saga (Collected Editions) #1)",£28.48,One,In stock,Sequential Art,data\imagens\4f64568dfefa3ce7.jpg
3cdca3b4a93980f5,"Rat Queens, Vol. 1: Sass & Sorcery (Rat Queens (Collected Editions) #1-5)",£46.96,Five,In stock,Sequential Art,data\imagens\3cdca3b4a93980f5.jpg
bcbcbcf0f6ed196f,"Paper Girls, Vol. 1 (Paper Girls #1-5)",£21.71,Four,In stock,Sequential Art,data\imagens\bcbcbcf0f6ed196f.jpg
326825e02a198cf6,"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club #1)",£29.87,Three,In stock,Sequential Art,data\imagens\326825e02a198cf6.jpg
35a60467893aa168,"Ms. Marvel, Vol. 1: No Normal (Ms. Marvel (2014-2015) #1)",£39.39,Four,In stock,Sequential Art,data\imagens\35a60467893aa168.jpg
6fe02600f322a0a9,"Hawkeye, Vol. 1: My Life as a Weapon (Hawkeye #1)",£45.24,Three,In stock,Sequential Art,data\imagens\6fe02600f322a0a9.jpg
eb0fe24bbc845ecc,"Giant Days, Vol. 1 (Giant Days #1-4)",£56.76,Four,In stock,Sequential Art,data\imagens\eb0fe24bbc845ecc.jpg
72e6fbf4f6382557,"Fruits Basket, Vol. 1 (Fruits Basket #1)",£40.28,Five,In stock,Sequential Art,data\imagens\72e6fbf4f6382557.jpg
099fae4a0705d63b,"Bleach, Vol. 1: Strawberry and the Soul Reapers (Bleach #1)",£34.65,Five,In stock,Sequential Art,data\imagens\099fae4a0705d63b.jpg
bfd5e1701c862ac3,"Ajin: Demi-Human, Volume 1 (Ajin: Demi-Human #1)",£57.06,Four,In stock,Sequential Art,data\imagens\bfd5e1701c862ac3.jpg
abbb492978ff656d,The Secret Garden,£15.08,Four,In stock,Classics,data\imagens\abbb492978ff656d.jpg
93379e3a2072a01b,The Metamorphosis,£28.58,One,In stock,Classics,data\imagens\93379e3a2072a01b.jpg
6053ddf69c967d5f,The Pilgrim's Progress,£50.26,Two,In stock,Classics,data\imagens\6053ddf69c967d5f.jpg
6587f46697fc4443,The Hound of the Baskervilles (Sherlock Holmes #5),£14.82,Two,In stock,Classics,data\imagens\6587f46697fc4443.jpg
deda806b68b0aa11,Little Women (Little Women #1),£28.07,Four,In stock,Classics,data\imagens\deda806b68b0aa11.jpg
23310ce84d3c9f85,Gone with the Wind,£32.49,Three,In stock,Classics,data\imagens\23310ce84d3c9f85.jpg
2798974abc8a58a8,Candide,£58.63,Three,In stock,Classics,data\imagens\2798974abc8a58a8.jpg
1451b55e5e56bb89,Animal Farm,£57.22,Three,In stock,Classics,data\imagens\1451b55e5e56bb89.jpg
5a7ff9aaa3168878,Wuthering Heights,£17.73,Three,In stock,Classics,data\imagens\5a7ff9aaa3168878.jpg
b9f6305a3d650e2c,The Picture of Dorian Gray,£29.70,Two,In stock,Classics,data\imagens\b9f6305a3d650e2c.jpg
cad70d6ffd53912f,The Complete Stories and Poems (The Works of Edgar Allan Poe [Cameo Edition]),£26.78,Four,In stock,Classics,data\imagens\cad70d6ffd53912f.jpg
3fb69f34e178d494,Beowulf,£38.35,Two,In stock,Classics,data\imagens\3fb69f34e178d494.jpg
cfe350b20d23b02b,And Then There Were None,£35.01,Two,In stock,Classics,data\imagens\cfe350b20d23b02b.jpg
32d035df92ab9080,The Story of Hong Gildong,£43.19,Four,In stock,Classics,data\imagens\32d035df92ab9080.jpg
1aeca7d078d57deb,The Little Prince,£45.42,Two,In stock,Classics,data\imagens\1aeca7d078d57deb.jpg
35e44170702139a4,Sense and Sensibility,£37.46,One,In stock,Classics,data\imagens\35e44170702139a4.jpg
39592d9d72e717c4,Of Mice and Men,£47.11,Two,In stock,Classics,data\imagens\39592d9d72e717c4.jpg
2e69730561ed70ad,Emma,£32.93,Two,In stock,Classics,data\imagens\2e69730561ed70ad.jpg
cd2a2a70dd5d176d,Alice in Wonderland (Alice's Adventures in Wonderland #1),£55.53,One,In stock,Classics,data\imagens\cd2a2a70dd5d176d.jpg
6be3beb0793a53e7,Sophie's World,£15.94,Five,In stock,Philosophy,data\imagens\6be3beb0793a53e7.jpg
bd261725b99f5983,The Death of Humanity: and the Case for Life,£58.11,Four,In stock,Philosophy,data\imagens\bd261725b99f5983.jpg
f5a92cff83897d48,The Stranger,£17.44,Four,In stock,Philosophy,data\imagens\f5a92cff83897d48.jpg
d56d0710668bb39c,Proofs of God: Classical Arguments from Tertullian to Barth,£54.21,One,In stock,Philosophy,data\imagens\d56d0710668bb39c.jpg
0cf57cb49272fd37,Kierkegaard: A Christian Missionary to Christians,£47.13,One,In stock,Philosophy,data\imagens\0cf57cb49272fd37.jpg
6b52904b2ab91bf6,"At The Existentialist CafÃ©: Freedom, Being, and apricot cocktails with: Jean-Paul Sartre, Simone de Beauvoir, Albert Camus, Martin Heidegger, Edmund Husserl, Karl Jaspers, Maurice Merleau-Ponty and others",£29.93,Five,In stock,Philosophy,data\imagens\6b52904b2ab91bf6.jpg
429b4a811bef386c,Critique of Pure Reason,£20.75,One,In stock,Philosophy,data\imagens\429b4a811bef386c.jpg
b0e479be03911916,"Run, Spot, Run: The Ethics of Keeping Pets",£20.02,One,In stock,Philosophy,data\imagens\b0e479be03911916.jpg
5c10b64db3e4f228,The Nicomachean Ethics,£36.34,One,In stock,Philosophy,data\imagens\5c10b64db3e4f228.jpg
4f19709e47883df5,Meditations,£25.89,Two,In stock,Philosophy,data\imagens\4f19709e47883df5.jpg
08672cd59171d5e4,Beyond Good and Evil,£43.38,One,In stock,Philosophy,data\imagens\08672cd59171d5e4.jpg
c2e46a2ee3b4a322,Chase Me (Paris Nights #2),£25.27,Five,In stock,Romance,data\imagens\c2e46a2ee3b4a322.jpg
00bfed9e18bb36f3,Black Dust,£34.53,Five,In stock,Romance,data\imagens\00bfed9e18bb36f3.jpg
2a97cffe61c3c4c7,Her Backup Boyfriend (The Sorensen Family #1),£33.97,One,In stock,Romance,data\imagens\2a97cffe61c3c4c7.jpg
9e28048cea8d41f7,First and First (Five Boroughs #3),£15.97,Four,In stock,Romance,data\imagens\9e28048cea8d41f7.jpg
7add3f8e49ec0826,Fifty Shades Darker (Fifty Shades #2),£21.96,One,In stock,Romance,data\imagens\7add3f8e49ec0826.jpg
623e1a180426039b,The Wedding Dress,£24.12,One,In stock,Romance,data\imagens\623e1a180426039b.jpg
203b7f94b7d6115f,Suddenly in Love (Lake Haven #1),£55.99,Two,In stock,Romance,data\imagens\203b7f94b7d6115f.jpg
ca71e72655bece85,Something More Than This,£16.24,Four,In stock,Romance,data\imagens\ca71e72655bece85.jpg
3a11bb962ff45b78,Doing It Over (Most Likely To #1),£35.61,Three,In stock,Romance,data\imagens\3a11bb962ff45b78.jpg
c5cb9f885d8b3621,The Wedding Pact (The O'Malleys #2),£32.61,Three,In stock,Romance,data\imagens\c5cb9f885d8b3621.jpg
0b165bd4b9f42fd5,Hold Your Breath (Search and Rescue #1),£28.82,One,In stock,Romance,data\imagens\0b165bd4b9f42fd5.jpg
df7e628bad5782b4,Dirty (Dive Bar #1),£40.83,Four,In stock,Romance,data\imagens\df7e628bad5782b4.jpg
cf62fa272b5f0fa3,Take Me Home Tonight (Rock Star Romance #3),£53.98,Three,In stock,Romance,data\imagens\cf62fa272b5f0fa3.jpg
b783ce08802cd1d1,Off the Hook (Fishing for Trouble #1),£47.67,Three,In stock,Romance,data\imagens\b783ce08802cd1d1.jpg
40c4bf520c17de54,A Gentleman's Position (Society of Gentlemen #3),£14.75,Five,In stock,Romance,data\imagens\40c4bf520c17de54.jpg
bd087cf6a846db75,"Sit, Stay, Love",£20.90,Three,In stock,Romance,data\imagens\bd087cf6a846db75.jpg
cf3b86489890b9f2,A Girl's Guide to Moving On (New Beginnings #2),£31.30,One,In stock,Romance,data\imagens\cf3b86489890b9f2.jpg
9cc207168a03470d,The Perfect Play (Play by Play #1),£59.99,Three,In stock,Romance,data\imagens\9cc207168a03470d.jpg
2b69d289279aabfd,Dark Lover (Black Dagger Brotherhood #1),£12.87,One,In stock,Romance,data\imagens\2b69d289279aabfd.jpg
aaebac5fda798b1b,Changing the Game (Play by Play #2),£13.38,Three,In stock,Romance,data\imagens\aaebac5fda798b1b.jpg
aead11697d14ea36,A Walk to Remember,£56.43,One,In stock,Romance,data\imagens\aead11697d14ea36.jpg
